psc_code,psc_name
M237,OPERATION OF EPG FACILITIES - SOLAR
M239,OPER OF GOVT EPG - OTHER
M241,OPERATION OF FUEL SUPPLY FACILITIES
M242,OPER OF GOVT HEATING & COOL PLANTS
M243,OPER OF GOVT POLLUTION ABATEMENT
M244,OPER OF GOVT SEWAGE & WASTE
M245,OPER OF GOVT WATER SUPPLY
M249,OPERATION OF OTHER UTILITIES
M291,OPER OF GOVT RECREA NON-BLDG STRUC
M292,OPER OF GOVT EXHIBIT (NON BLDG)
M293,OPER OF GOVT UNIMPROVED REAL PROP
M294,OPER OF GOVT WASTE TRMT-STORE FAC
M299,OPER OF GOVT ALL OTH NON-BLDG FACS
M2AA,HUSBANDING SERVICES—COMMUNICATIONS SERVICES
M2AB,HUSBANDING SERVICES—FORCE PROTECTION
M2AC,HUSBANDING SERVICES—REMOVAL SERVICES
M2AD,HUSBANDING SERVICES—MATERIAL HANDLING
M2AE,HUSBANDING SERVICES—PURCHASING SERVICES
M2AF,HUSBANDING SERVICES—INCIDENTAL SERVICES
M2BA,HUSBANDING SERVICES—TRANSPORTATION SERVICES
M2BB,HUSBANDING SERVICES—FUEL SERVICES
M2BZ,HUSBANDING SERVICES—OTHER PORT SERVICES
M2CA,SHIP HUSBANDING SERVICES—MANAGEMENT/INTEGRATION SERVICE
M3,OPERATE RESTORATION ACTIVITIES
M300,OPER OF GOVT RESTORATION
N,INSTALLATION OF EQUIPMENT
N0,INSTALLATION OF EQUIPMENT
N010,INSTALLATION OF EQUIPMENT- WEAPONS
N011,INSTALLATION OF EQUIPMENT- NUCLEAR ORDNANCE
N012,INSTALLATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT
N013,INSTALLATION OF EQUIPMENT- AMMUNITION AND EXPLOSIVES
N014,INSTALLATION OF EQUIPMENT- GUIDED MISSILES
N015,INSTALLATION OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
N016,INSTALLATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES
N017,"INSTALLATION OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
N018,INSTALLATION OF EQUIPMENT- SPACE VEHICLES
N019,"INSTALLATION OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
N020,INSTALLATION OF EQUIPMENT- SHIP AND MARINE EQUIPMENT
N022,INSTALLATION OF EQUIPMENT- RAILWAY EQUIPMENT
N023,"INSTALLATION OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
N024,INSTALLATION OF EQUIPMENT- TRACTORS
N025,INSTALLATION OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS
N026,INSTALLATION OF EQUIPMENT- TIRES AND TUBES
N028,"INSTALLATION OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS"
N029,INSTALLATION OF EQUIPMENT- ENGINE ACCESSORIES
N030,INSTALLATION OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT
N031,INSTALLATION OF EQUIPMENT- BEARINGS
N032,INSTALLATION OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT
N034,INSTALLATION OF EQUIPMENT- METALWORKING MACHINERY
N035,INSTALLATION OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT
N036,INSTALLATION OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY
N037,INSTALLATION OF EQUIPMENT- AGRICULTURAL MACHINERY AND EQUIPMENT
N038,"INSTALLATION OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
N039,INSTALLATION OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT
N040,"INSTALLATION OF EQUIPMENT- ROPE, CABLE, CHAIN, AND FITTINGS"
N041,"INSTALLATION OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
N042,INSTALLATION OF EQUIPMENT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
N043,INSTALLATION OF EQUIPMENT- PUMPS AND COMPRESSORS
N044,"INSTALLATION OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
N045,"INSTALLATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
N046,INSTALLATION OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
N047,"INSTALLATION OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS"
N048,INSTALLATION OF EQUIPMENT- VALVES
N049,INSTALLATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT
N051,INSTALLATION OF EQUIPMENT- HAND TOOLS
N052,INSTALLATION OF EQUIPMENT- MEASURING TOOLS
N053,INSTALLATION OF EQUIPMENT- HARDWARE AND ABRASIVES
N054,INSTALLATION OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING
N055,"INSTALLATION OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
N056,INSTALLATION OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS
N058,"INSTALLATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
N059,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
N060,"INSTALLATION OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
N061,INSTALLATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
N062,INSTALLATION OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS
N063,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
N065,"INSTALLATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
N066,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT
N067,INSTALLATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT
N068,INSTALLATION OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS
N069,INSTALLATION OF EQUIPMENT- TRAINING AIDS AND DEVICES
N070,INSTALLATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
N071,INSTALLATION OF EQUIPMENT- FURNITURE
N072,INSTALLATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
N073,INSTALLATION OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT
N074,"INSTALLATION OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
N075,INSTALLATION OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES
N076,"INSTALLATION OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS"
N077,INSTALLATION OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO
N078,INSTALLATION OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT
N079,INSTALLATION OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES
N080,"INSTALLATION OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
N081,"INSTALLATION OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES"
N083,"INSTALLATION OF EQUIPMENT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS"
N084,"INSTALLATION OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA"
N085,INSTALLATION OF EQUIPMENT- TOILETRIES
N087,INSTALLATION OF EQUIPMENT- AGRICULTURAL SUPPLIES
N088,INSTALLATION OF EQUIPMENT- LIVE ANIMALS
N089,INSTALLATION OF EQUIPMENT- SUBSISTENCE
N091,"INSTALLATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES"
N093,INSTALLATION OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS
N094,INSTALLATION OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS
N095,"INSTALLATION OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES"
N096,"INSTALLATION OF EQUIPMENT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
N099,INSTALLATION OF EQUIPMENT- MISCELLANEOUS
P,SALVAGE SERVICES
P1,DISPOSAL OF EXCESS/SURPLUS PROPERTY
P100,SALVAGE- PREPARATION AND DISPOSAL OF EXCESS/SURPLUS PROPERTY
P2,SALVAGE OF AIRCRAFT
P200,SALVAGE- AIRCRAFT
P3,SALVAGE OF MARINE VESSELS
P300,SALVAGE- MARINE VESSELS
P4,DEMOLITION OF BUILDINGS
P400,SALVAGE- DEMOLITION OF BUILDINGS
P5,DEMOLITION OF NONBUILDING FACILITY
P500,SALVAGE- DEMOLITION OF STRUCTURES/FACILITIES (OTHER THAN BUILDINGS)
P9,OTHER SALVAGE SERVICES
P999,SALVAGE- OTHER
Q,MEDICAL SERVICES
Q1,DEPENDENT MEDICARE SERVICES
Q101,MEDICAL- DEPENDENT MEDICARE
Q2,GENERAL HEALTH CARE SERVICES
Q201,MEDICAL- GENERAL HEALTH CARE
Q3,LABORATORY TESTING SERVICES
Q301,MEDICAL- LABORATORY TESTING
Q4,"NURSING, NURSING HOME, EVAL/SCREEN"
Q401,MEDICAL- NURSING
Q402,MEDICAL- NURSING HOME CARE CONTRACTS
Q403,MEDICAL- EVALUATION/SCREENING
Q5,"MEDICAL, DENTAL, AND SURGICAL SVCS"
Q501,MEDICAL- ANESTHESIOLOGY
Q502,MEDICAL- CARDIO-VASCULAR
Q503,MEDICAL- DENTISTRY
Q504,MEDICAL- DERMATOLOGY
Q505,MEDICAL- GASTROENTEROLOGY
Q506,MEDICAL- GERIATRIC
Q507,MEDICAL- GYNECOLOGY
Q508,MEDICAL- HEMATOLOGY
Q509,MEDICAL- INTERNAL MEDICINE
Q510,MEDICAL- NEUROLOGY
Q511,MEDICAL- OPHTHALMOLOGY
Q512,MEDICAL- OPTOMETRY
Q513,MEDICAL- ORTHOPEDIC
Q514,MEDICAL- OTOLARYNGOLOGY
Q515,MEDICAL- PATHOLOGY
Q516,MEDICAL- PEDIATRIC
Q517,MEDICAL- PHARMACOLOGY
Q518,MEDICAL- PHYSICAL MEDICINE/REHABILITATION
Q519,MEDICAL- PSYCHIATRY
Q520,MEDICAL- PODIATRY
Q521,MEDICAL- PULMONARY
Q522,MEDICAL- RADIOLOGY
Q523,MEDICAL- SURGERY
Q524,MEDICAL- THORACIC
Q525,MEDICAL- UROLOGY
Q526,MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION
Q527,MEDICAL- NUCLEAR MEDICINE
Q6,CERTIFIED MEDICAL SUPPORT
Q601,MEDICAL CODING AND AUDITING
Q602,MEDICAL RECORDS
Q603,MEDICAL TRANSCRIPTIONS
Q7,SPECIALIZED TECHNICAL/ MEDICAL SUPPORT
Q701,SPECIALIZED MEDICAL SUPPORT
Q702,TECHNICAL MEDICAL SUPPORT
Q8,CLERICAL MEDICAL SUPPORT
Q801,MEDICAL APPOINTING SERVICES
Q802,CLERICAL MEDICAL SUPPORT
Q9,OTHER MEDICAL SERVICES
Q901,HEALTHCARE ENVIRONMENTAL CLEANING
Q999,MEDICAL- OTHER
R,"SUPPORT SVCS (PROF, ADMIN, MGMT)"
R1,BUILDINGS AND FACILITIES (OBSOLETE)
R111,BLDGS & FAC / ADMIN & SVC BLDGS
R112,BLDGS & FAC / AIRFIELD & MSL FAC
R113,BLDGS & FAC / EDUCATIONAL BLDGS
R114,BLDGS & FAC / HOSPITAL BUILDINGS
R115,BLDGS & FAC / INDUSTRIAL BLDGS
R116,BLDGS & FAC / RESIDENTIAL BLDGS
R117,BLDGS & FAC / WAREHOUSE BLDGS
R118,BLDGS & FAC / R&D FACILITIES
R119,BLDGS & FAC / OTHER BUILDINGS
R121,NON-BLDG / CONSERVATION & DEV
R122,NON-BLDG / HWYS-ROADS-BRIDGES
R123,NON-BLDG / ELECTRIC POWER GENR
R124,NON-BLDG / UTILITIES
R129,NON-BLDG / OTHER
R2,ARCHITECT-ENGINEER (OBSOLETE CODES)
R211,A/E - NON CONTRUCT - GENERAL
R212,A/E - DRAFTING ENGINEERING
R213,A/E - INSPECT - NON CONTRUCT
R214,A/E - MANAGEMENT ENGINEERING
R215,A/E - PRODUCTION ENGINEERING
R216,A/E - MARINE ENGINEERING
R219,OTHER ARCHITECTS & ENGIN GEN
R3,ADP SERVICES (OBSOLETE CODES)
R301,ADP FACILITY MANAGEMENT
R302,ADP SYSTEMS DEVELOP & PROGRAMMING
R303,ADP SVCS/DATA ENTRY
R304,ADP SVCS/DATA TRANSMISSION
R305,ADP TELEPROCESSING SVCS
R306,ADP SYSTEM ANALYSIS
R307,AUTOMATED INFORMATION SYSTEM SVCS
R399,OTHER ADP SVCS
R4,PROFESSIONAL SERVICES
R401,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL)
R402,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE
R403,REAL ESTATE BROKERAGE SERVICES
R404,SUPPORT- PROFESSIONAL: LAND SURVEYS-CADASTRAL (NON-CONSTRUCTION)
R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS
R406,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT
R407,PROGRAM EVALUATION SERVICES
R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT
R409,PROGRAM REVIEW/DEVELOPMENT SERVICES
R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT
R411,SUPPORT- PROFESSIONAL: REAL PROPERTY APPRAISALS
R412,SUPPORT- PROFESSIONAL: SIMULATION
R413,SUPPORT- PROFESSIONAL: SPECIFICATIONS DEVELOPMENT
R414,SYSTEMS ENGINEERING SERVICES
R415,SUPPORT- PROFESSIONAL: TECHNOLOGY SHARING/UTILIZATION
R416,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE
R418,SUPPORT- PROFESSIONAL: LEGAL
R419,EDUCATIONAL SERVICES
R420,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A)
R421,TECHNICAL ASSISTANCE
R422,SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION
R423,SUPPORT- PROFESSIONAL: INTELLIGENCE
R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS
R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL
R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS
R427,SUPPORT- PROFESSIONAL: WEATHER REPORTING/OBSERVATION
R428,SUPPORT- PROFESSIONAL: INDUSTRIAL HYGIENICS
R429,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT
R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING
R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES
R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS
R498,SUPPORT- PROFESSIONAL: PATENT AND TRADEMARK
R499,SUPPORT- PROFESSIONAL: OTHER
R5,STUDIES (OBSOLETE CODES)
R502,STUDY/AIR QUALITY
R503,STUDY/ARCHEOLOGICAL-PALEONTOLOGICAL
R504,STUDY/CHEMICAL-BIOLOGICAL
R505,STUDY/COST BENEFIT
R506,STUDY/DATA - OTHER THAN SCIENTIFIC
R507,STUDY/ECONOMIC/SOCIO-ECO AND LABOR
R509,STUDY/ENDANGERED SPECIES-PLANT/ANIM
R510,STUDY/ENVIRONMENTAL ASSESSMENTS
R511,STUDY/ENVIRONMENTAL BASELINE
R512,STUDY/ENVIRONMENTAL IMPACT
R513,STUDY/FEASIBILITY - NON-CONTRUCT
R516,STUDY/FISHERIES AND ANIMAL
R517,STUDY/GEOLOGICAL
R518,STUDY/GEOPHYSICAL
R519,STUDY/GEOTECHNICAL
R520,STUDY/GRAZING-RANGE USE
R521,STUDY/HISTORICAL
R522,STUDY/LEGAL-LITIGATION
R524,STUDY/MATHEMATICAL-STATISTICAL
R525,STUDY/NATURAL RESOURCE
R526,STUDY/OCEANOLOGICAL
R527,STUDY/RECREATION
R528,STUDY/REGULATORY
R529,STUDY/SCIENTIFIC DATA
R530,STUDY/SEISMOLOGICAL
R532,STUDY/SOILS
R533,STUDY/WATER QUALITY
R534,STUDY/WILDLIFE
R537,STUDY/MEDICAL AND HEALTH
R538,STUDY/INTELLIGENCE
R539,STUDY/AERONAUTIC/SPACE
R540,STUDY/BUILDING TECHNOLOGY
R541,STUDY/DEFENSE
R542,STUDY/EDUCATIONAL
R543,STUDY/ENERGY
R544,STUDY/TECHNOLOGY
R545,STUDY/HOUSING AND COMMUNITY DEVELOP
R546,STUDY/SECURITY (PHYSICAL & PERSONAL
R547,STUDY/ACCOUNTING/FINANCIAL MGT
R548,STUDY/TRADE ISSUES
R549,STUDY/FOREIGN & NAT'L SECURITY POL
R550,STUDY/ORGANIZATION/ADMIN/PERSONNEL
R551,STUDY/MOBILIZATION/PREPAREDNESS
R552,STUDY/MANPOWER
R553,STUDY/COMMUNICATIONS
R554,STUDY/ACQUISITION POLICY/PROCEDURES
R599,OTHER SPECIAL STUDY & Analysis
R6,ADMINISTRATIVE SUPPORT SERVICES
R601,ADMIN SVCS/MATERIAL MANAGEMENT
R602,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER
R603,SUPPORT- ADMINISTRATIVE: TRANSCRIPTION
R604,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION
R605,SUPPORT- ADMINISTRATIVE: LIBRARY
R606,SUPPORT- ADMINISTRATIVE: COURT REPORTING
R607,SUPPORT- ADMINISTRATIVE: WORD PROCESSING/TYPING
R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING
R609,SUPPORT- ADMINISTRATIVE: STENOGRAPHIC
R610,SUPPORT- ADMINISTRATIVE:- PERSONAL PROPERTY MANAGEMENT
R611,SUPPORT- ADMINISTRATIVE: CREDIT REPORTING
R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL
R613,SUPPORT- ADMINISTRATIVE: POST OFFICE
R614,SUPPORT- ADMINISTRATIVE: PAPER SHREDDING
R615,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION
R616,SUPPORT – ADMINISTRATIVE: PHYSICAL RECORDS MANAGEMENT SERVICES
R617,SUPPORT – ADMINISTRATIVE: ELECTRONIC RECORDS MANAGEMENT SERVICES
R699,SUPPORT- ADMINISTRATIVE: OTHER
R7,MANAGEMENT SUPPORT SERVICES
R701,SUPPORT- MANAGEMENT: ADVERTISING
R702,SUPPORT- MANAGEMENT: DATA COLLECTION
R703,SUPPORT- MANAGEMENT: ACCOUNTING
R704,SUPPORT- MANAGEMENT: AUDITING
R705,SUPPORT- MANAGEMENT: DEBT COLLECTION
R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT
R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT
R708,SUPPORT- MANAGEMENT: PUBLIC RELATIONS
R709,ONGOING AUDIT OPERATIONS SUPPORT
R710,SUPPORT- MANAGEMENT: FINANCIAL
R711,SUPPORT- MANAGEMENT: BANKING
R712,SUPPORT- MANAGEMENT: COIN MINTING
R713,SUPPORT- MANAGEMENT: BANKNOTE PRINTING
R799,SUPPORT- MANAGEMENT: OTHER
S,UTILITIES AND HOUSEKEEPING
S1,UTILITIES
S111,UTILITIES- GAS
S112,UTILITIES- ELECTRIC
S113,TELEPHONE AND-OR COMMUNICATIONS SER
S114,UTILITIES- WATER
S119,UTILITIES- OTHER
S2,HOUSEKEEPING SERVICES
S201,HOUSEKEEPING- CUSTODIAL JANITORIAL
S202,HOUSEKEEPING- FIRE PROTECTION
S203,HOUSEKEEPING- FOOD
S204,HOUSEKEEPING- FUELING AND OTHER PETROLEUM
S205,HOUSEKEEPING- TRASH/GARBAGE COLLECTION
S206,HOUSEKEEPING- GUARD
S207,HOUSEKEEPING- INSECT/RODENT CONTROL
S208,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING
S209,HOUSEKEEPING- LAUNDRY/DRYCLEANING
S211,HOUSEKEEPING- SURVEILLANCE
S212,HOUSEKEEPING- SOLID FUEL HANDLING
S213,MESSENGER SVCS
S214,HOUSEKEEPING- CARPET LAYING/CLEANING
S215,HOUSEKEEPING- WAREHOUSING/STORAGE
S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT
S217,HOUSEKEEPING- INTERIOR PLANTSCAPING
S218,HOUSEKEEPING- SNOW REMOVAL/SALT
S219,ASBESTOS REMOVAL
S220,TRAVEL AGENT SERVICES
S221,HAZARDOUS WASTE REMOVAL
S222,HOUSEKEEPING- WASTE TREATMENT/STORAGE
S299,HOUSEKEEPING- OTHER
T,"PHOTO, MAP, PRINT, PUBLICATION"
T0,"PHOTOGR, MAPPING, PRINTING, PUBLISH"
T001,PHOTO/MAP/PRINT/PUBLICATION- ARTS/GRAPHICS
T002,PHOTO/MAP/PRINT/PUBLICATION- CARTOGRAPHY
T003,PHOTO/MAP/PRINT/PUBLICATION- CATALOGING
T004,PHOTO/MAP/PRINT/PUBLICATION- CHARTING
T005,PHOTO/MAP/PRINT/PUBLICATION- FILM PROCESSING
T006,PHOTO/MAP/PRINT/PUBLICATION- FILM/VIDEO TAPE PRODUCTION
T007,PHOTO/MAP/PRINT/PUBLICATION- MICROFORM
T008,PHOTO/MAP/PRINT/PUBLICATION- PHOTOGRAMMETRY
T009,PHOTO/MAP/PRINT/PUBLICATION- AERIAL PHOTOGRAPHIC
T010,PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: STILL
T011,PHOTO/MAP/PRINT/PUBLICATION- PRINT/BINDING
T012,PHOTO/MAP/PRINT/PUBLICATION- REPRODUCTION
T013,PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING
T014,PHOTO/MAP/PRINT/PUBLICATION- TOPOGRAPHY
T015,PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: MOTION
T016,PHOTO/MAP/PRINT/PUBLICATION- AUDIO/VISUAL
T099,PHOTO/MAP/PRINT/PUBLICATION- OTHER
U,EDUCATION AND TRAINING
U0,EDUCATION AND TRAINING SERVICES
U001,EDUCATION/TRAINING- LECTURES
U002,EDUCATION/TRAINING- PERSONNEL TESTING
U003,EDUCATION/TRAINING- RESERVE TRAINING (MILITARY)
U004,EDUCATION/TRAINING- SCIENTIFIC/MANAGEMENT
U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES
U006,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL
U007,EDUCATION/TRAINING- FACULTY SALARIES FOR DEPENDENT SCHOOLS
U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT
U009,EDUCATION/TRAINING- GENERAL
U010,EDUCATION/TRAINING- CERTIFICATIONS/ACCREDITATIONS FOR EDUCATIONAL INSTITUTIONS
U011,EDUCATION/TRAINING- AIDS/HIV
U012,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING
U013,EDUCATION/TRAINING- COMBAT
U014,EDUCATION/TRAINING- SECURITY
U099,EDUCATION/TRAINING- OTHER
V,"TRANSPORT, TRAVEL, RELOCATION"
V0,MOTOR POOL OR PACKING/CRATING
V001,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: GBL/GTR PROCS
V002,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: MOTOR POOL OPERATIONS
V003,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING
V1,TRANSPORTATION OF THINGS
V111,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR FREIGHT
V112,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR FREIGHT
V113,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: RAIL FREIGHT
V114,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: STEVEDORING
V115,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: VESSEL FREIGHT
V119,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER
V121,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER
V122,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR CHARTER
V123,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: RAIL CHARTER
V124,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MARINE CHARTER
V125,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: VESSEL TOWING
V126,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: SPACE TRANSPORTATION/LAUNCH
V127,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: SECURITY VEHICLE
V129,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER
V2,"TRAVEL, LODGING, RECRUITMENT SVCS"
V211,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER
V212,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MOTOR PASSENGER
V213,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: RAIL PASSENGER
V214,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MARINE PASSENGER
V221,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER AIR CHARTER
V222,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER MOTOR CHARTER
V223,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER RAIL CHARTER
V224,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER MARINE CHARTER
V225,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE
V226,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: TAXICAB
V227,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: NAVIGATIONAL AID AND PILOTAGE
V228,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PORT OPERATIONS
V229,TRANSPORT/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUIT: PURCH OF TRANSIT/PUBLIC TRANSPORT FARE MEDIA
V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL"
V241,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MILITARY PERSONNEL RECRUITMENT
V251,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: CIVILIAN PERSONNEL RECRUITMENT
V3,RELOCATION OR TRAVEL AGENT SERVICES
